Date,Type,Info
1694541889.0,Static,"{'LTE': {'MeanLatency': 37.82727272727272, 'MeanThroughput': 55.358722549019596, 'MeanRsrp': [-82.0], 'MeanSsrsrp': [], 'Counter_tput': 102, 'Counter_latency': 11}}"
1684168230.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-83.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 54.14545454545455, 'MeanThroughput': 24.866469523809513, 'MeanRsrp': [], 'MeanSsrsrp': [-103.0], 'Counter_tput': 105, 'Counter_latency': 11}}"
1680536675.0,Static,"{'LTE': {'MeanLatency': 47.790909090909096, 'MeanThroughput': 15.4438734375, 'MeanRsrp': [-93.0], 'MeanSsrsrp': [], 'Counter_tput': 128, 'Counter_latency': 11}}"
1674420253.0,Static,"{'LTE': {'MeanLatency': 46.977777777777774, 'MeanThroughput': 11.784909734513276, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 113, 'Counter_latency': 9}}"
1689444359.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-72.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 85.7909090909091, 'MeanThroughput': 53.084614423076914, 'MeanRsrp': [], 'MeanSsrsrp': [-107.0], 'Counter_tput': 104, 'Counter_latency': 11}}"
1673724790.0,Walking,"{'LTE': {'MeanLatency': 87.18333333333334, 'MeanThroughput': 10.708488983050845, 'MeanRsrp': [-91.0], 'MeanSsrsrp': [], 'Counter_tput': 118, 'Counter_latency': 12}}"
1679993504.0,Static,"{'LTE': {'MeanLatency': 37.11818181818182, 'MeanThroughput': 78.9401245283019, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 106, 'Counter_latency': 11}}"
1685211111.0,Walking,"{'LTE': {'MeanLatency': 34.800000000000004, 'MeanThroughput': 10.437432407407403, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 108, 'Counter_latency': 3}}"
1691773053.0,Static,"{'LTE': {'MeanLatency': 41.28181818181818, 'MeanThroughput': 44.13210679611648, 'MeanRsrp': [-84.0], 'MeanSsrsrp': [], 'Counter_tput': 103, 'Counter_latency': 11}}"
1677009826.0,Walking,"{'LTE': {'MeanLatency': 50.054545454545455, 'MeanThroughput': 27.455930701754376, 'MeanRsrp': [-86.0], 'MeanSsrsrp': [], 'Counter_tput': 114, 'Counter_latency': 11}}"
1681311537.0,Static,"{'LTE': {'MeanLatency': 56.28181818181818, 'MeanThroughput': 26.214400980392156, 'MeanRsrp': [-85.0], 'MeanSsrsrp': [], 'Counter_tput': 102, 'Counter_latency': 11}}"
1687285333.0,Static,"{'LTE': {'MeanLatency': 39.39090909090909, 'MeanThroughput': 80.98452912621359, 'MeanRsrp': [-85.0], 'MeanSsrsrp': [], 'Counter_tput': 103, 'Counter_latency': 11}}"
1684329287.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-94.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 57.23636363636364, 'MeanThroughput': 23.18995865384616, 'MeanRsrp': [], 'MeanSsrsrp': [-101.0], 'Counter_tput': 104, 'Counter_latency': 11}}"
1670525033.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 5.825651851851852, 'MeanRsrp': [-83.0, -99.0, -96.0], 'MeanSsrsrp': [], 'Counter_tput': 27, 'Counter_latency': 0}, '5G': {'MeanLatency': 43.0, 'MeanThroughput': 10.549301204819281, 'MeanRsrp': [], 'MeanSsrsrp': [-92.0, -97.0], 'Counter_tput': 83, 'Counter_latency': 12}}"
1671042040.0,Static,"{'LTE': {'MeanLatency': 43.300000000000004, 'MeanThroughput': 11.784499145299153, 'MeanRsrp': [-89.0], 'MeanSsrsrp': [], 'Counter_tput': 117, 'Counter_latency': 11}}"
1681230086.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 1.165121212121212, 'MeanRsrp': [-74.0], 'MeanSsrsrp': [], 'Counter_tput': 99, 'Counter_latency': 0}}"
1687285400.0,Walking,"{'LTE': {'MeanLatency': 33.12727272727273, 'MeanThroughput': 70.7026349514563, 'MeanRsrp': [-85.0], 'MeanSsrsrp': [], 'Counter_tput': 103, 'Counter_latency': 11}}"
1683910158.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-89.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 87.9090909090909, 'MeanThroughput': 63.44859166666665, 'MeanRsrp': [], 'MeanSsrsrp': [-107.0], 'Counter_tput': 108, 'Counter_latency': 11}}"
1679300912.0,Static,"{'LTE': {'MeanLatency': 92.73636363636363, 'MeanThroughput': 20.0814641509434, 'MeanRsrp': [-73.0], 'MeanSsrsrp': [], 'Counter_tput': 106, 'Counter_latency': 11}}"
1671042596.0,Static,"{'LTE': {'MeanLatency': 105.33333333333333, 'MeanThroughput': 9.988708620689655, 'MeanRsrp': [-93.0], 'MeanSsrsrp': [], 'Counter_tput': 116, 'Counter_latency': 9}}"
1678786844.0,Walking,"{'LTE': {'MeanLatency': 56.345454545454544, 'MeanThroughput': 44.49087155963302, 'MeanRsrp': [-83.0], 'MeanSsrsrp': [], 'Counter_tput': 109, 'Counter_latency': 11}}"
1682167074.0,Static,"{'LTE': {'MeanLatency': 40.916666666666664, 'MeanThroughput': 48.47288, 'MeanRsrp': [-80.0], 'MeanSsrsrp': [], 'Counter_tput': 110, 'Counter_latency': 6}}"
1681721154.0,Static,"{'LTE': {'MeanLatency': 47.17999999999999, 'MeanThroughput': 46.66282181818183, 'MeanRsrp': [-85.0], 'MeanSsrsrp': [], 'Counter_tput': 110, 'Counter_latency': 5}}"
1689608240.0,Static,"{'LTE': {'MeanLatency': 36.445454545454545, 'MeanThroughput': 46.37145728155339, 'MeanRsrp': [-75.0], 'MeanSsrsrp': [], 'Counter_tput': 103, 'Counter_latency': 11}}"
1671042569.0,Driving,"{'LTE': {'MeanLatency': 46.75454545454546, 'MeanThroughput': 7.2924463636363654, 'MeanRsrp': [-106.0], 'MeanSsrsrp': [], 'Counter_tput': 110, 'Counter_latency': 11}}"
1683909791.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-71.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 80.62727272727274, 'MeanThroughput': 33.4920213592233, 'MeanRsrp': [], 'MeanSsrsrp': [-79.0], 'Counter_tput': 103, 'Counter_latency': 11}}"
1683131021.0,Static,"{'LTE': {'MeanLatency': 41.599999999999994, 'MeanThroughput': 8.155306837606838, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 117, 'Counter_latency': 11}}"
1687800691.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-86.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 36.36363636363636, 'MeanThroughput': 43.55643365384616, 'MeanRsrp': [], 'MeanSsrsrp': [-107.0], 'Counter_tput': 104, 'Counter_latency': 11}}"
1689608198.0,Walking,"{'LTE': {'MeanLatency': 48.04545454545455, 'MeanThroughput': 39.11607647058824, 'MeanRsrp': [-73.0], 'MeanSsrsrp': [], 'Counter_tput': 102, 'Counter_latency': 11}}"
1679945457.0,Walking,"{'LTE': {'MeanLatency': 38.64545454545454, 'MeanThroughput': 23.70956991150443, 'MeanRsrp': [-88.0], 'MeanSsrsrp': [], 'Counter_tput': 113, 'Counter_latency': 11}}"
1675082400.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-97.0, -102.0, -98.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 42.20909090909091, 'MeanThroughput': 69.83991132075472, 'MeanRsrp': [], 'MeanSsrsrp': [-93.0, -90.0, -92.0], 'Counter_tput': 106, 'Counter_latency': 11}}"
1671887270.0,Walking,"{'LTE': {'MeanLatency': 38.263636363636365, 'MeanThroughput': 12.003539473684217, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 114, 'Counter_latency': 11}}"
1682004923.0,Static,"{'LTE': {'MeanLatency': 52.22727272727273, 'MeanThroughput': 23.031309821428582, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 112, 'Counter_latency': 11}}"
1678267854.0,Walking,"{'LTE': {'MeanLatency': 56.01111111111111, 'MeanThroughput': 27.32799646017699, 'MeanRsrp': [-90.0], 'MeanSsrsrp': [], 'Counter_tput': 113, 'Counter_latency': 9}}"
1688581611.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-94.0, -103.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 70.84545454545456, 'MeanThroughput': 31.104397115384618, 'MeanRsrp': [], 'MeanSsrsrp': [-107.0, -106.0], 'Counter_tput': 104, 'Counter_latency': 11}}"
1669202657.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-109.0, -101.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 62.77, 'MeanThroughput': 2.1187472602739725, 'MeanRsrp': [], 'MeanSsrsrp': [-103.0, -102.0], 'Counter_tput': 146, 'Counter_latency': 10}}"
1678786888.0,Static,"{'LTE': {'MeanLatency': 60.17272727272727, 'MeanThroughput': 31.882557657657664, 'MeanRsrp': [-83.0], 'MeanSsrsrp': [], 'Counter_tput': 111, 'Counter_latency': 11}}"
1669811983.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-92.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 82.72727272727273, 'MeanThroughput': 11.435184482758622, 'MeanRsrp': [], 'MeanSsrsrp': [-89.0], 'Counter_tput': 116, 'Counter_latency': 11}}"
1694541917.0,Walking,"{'LTE': {'MeanLatency': 37.472727272727276, 'MeanThroughput': 17.26194339622642, 'MeanRsrp': [-82.0], 'MeanSsrsrp': [], 'Counter_tput': 106, 'Counter_latency': 11}}"
1695054874.0,Static,"{'LTE': {'MeanLatency': 44.809090909090905, 'MeanThroughput': 43.798655882352925, 'MeanRsrp': [-82.0], 'MeanSsrsrp': [], 'Counter_tput': 102, 'Counter_latency': 11}}"
1679993524.0,Walking,"{'LTE': {'MeanLatency': 34.71818181818182, 'MeanThroughput': 60.05029722222222, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 108, 'Counter_latency': 11}}"
1682167147.0,Driving,"{'LTE': {'MeanLatency': 40.46363636363637, 'MeanThroughput': 26.063015384615387, 'MeanRsrp': [-80.0], 'MeanSsrsrp': [], 'Counter_tput': 104, 'Counter_latency': 11}}"
1671049687.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-88.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 37.18181818181818, 'MeanThroughput': 11.72754385964912, 'MeanRsrp': [], 'MeanSsrsrp': [-86.0], 'Counter_tput': 114, 'Counter_latency': 11}}"
1677609173.0,Walking,"{'LTE': {'MeanLatency': 55.779999999999994, 'MeanThroughput': 17.655564102564107, 'MeanRsrp': [-91.0], 'MeanSsrsrp': [], 'Counter_tput': 117, 'Counter_latency': 10}}"
1676576004.0,Walking,"{'LTE': {'MeanLatency': 81.73636363636363, 'MeanThroughput': 14.160705607476645, 'MeanRsrp': [-91.0], 'MeanSsrsrp': [], 'Counter_tput': 107, 'Counter_latency': 11}}"
1676052109.0,Static,"{'LTE': {'MeanLatency': 39.91818181818182, 'MeanThroughput': 53.18566153846154, 'MeanRsrp': [-73.0], 'MeanSsrsrp': [], 'Counter_tput': 104, 'Counter_latency': 11}}"
1671049661.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-88.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 64.02727272727272, 'MeanThroughput': 10.265602521008402, 'MeanRsrp': [], 'MeanSsrsrp': [-86.0], 'Counter_tput': 119, 'Counter_latency': 11}}"
1681230123.0,Static,"{'LTE': {'MeanLatency': 47.63636363636363, 'MeanThroughput': 28.447957391304357, 'MeanRsrp': [-74.0], 'MeanSsrsrp': [], 'Counter_tput': 115, 'Counter_latency': 11}}"
