Country,StateUSA,Info,City
Norway,"Forskningsparken,","{('5G', '31893781', '188'): {'MeanLatency': 37.581818181818186, 'MeanThroughput': 3.4031675438596496}, ('LTE', '31893781', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Oslo
Norway,0571,"{('LTE', '52826632', '49'): {'MeanLatency': nan, 'MeanThroughput': 55.57679}, ('5G', '52826632', '49'): {'MeanLatency': 54.436363636363645, 'MeanThroughput': 81.94074020618555}}",kommune
España,28029,"{('LTE', '72040969', '440'): {'MeanLatency': 61.5, 'MeanThroughput': 4.315262307692308}}",Madrid
España,"Leganés,","{('LTE', '73221123', '204'): {'MeanLatency': 67.60909090909091, 'MeanThroughput': 19.28807431192661}}",Leganés
España,28023,"{('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 19.689726666666665}, ('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 4.587770833333334}, ('LTE', '73166595', '302'): {'MeanLatency': 84.57142857142857, 'MeanThroughput': 6.14186857142857}, ('LTE', '73603841', '186'): {'MeanLatency': 161.66666666666666, 'MeanThroughput': nan}}",Madrid
España,28029,"{('LTE', '73704966', '302'): {'MeanLatency': 69.31818181818181, 'MeanThroughput': 33.03550776699031}}",Madrid
Denmark,1560,"{('LTE', '41857055', '11'): {'MeanLatency': 39.27272727272726, 'MeanThroughput': 45.69560392156864}}",København
España,28035,"{('LTE', '73704966', '302'): {'MeanLatency': 91.20909090909092, 'MeanThroughput': 20.62909813084113}}",Madrid
Norway,0250,"{('LTE', '94808905', '439'): {'MeanLatency': nan, 'MeanThroughput': 30.741722727272734}, ('5G', '94808905', '439'): {'MeanLatency': nan, 'MeanThroughput': 71.303436}, ('5G', '31339287', '227'): {'MeanLatency': 48.95454545454545, 'MeanThroughput': 65.46285999999999}, ('LTE', '31339287', '227'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28023,"{('LTE', '73016583', '216'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73016583', '216'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': 3.4951833333333338}, ('LTE', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 11.593295774647888}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': 131.38181818181818, 'MeanThroughput': 16.60318333333333}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 165.87, 'MeanThroughput': 20.754829752066115}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Germany,13353,"{('LTE', '31724288', '7'): {'MeanLatency': 30.936363636363637, 'MeanThroughput': 28.242588679245298}}",Berlin
,,"{('LTE', '73704961', '300'): {'MeanLatency': 59.50909090909091, 'MeanThroughput': 19.621696039603957}}",
España,"Fortuna,","{('LTE', '73707523', '129'): {'MeanLatency': nan, 'MeanThroughput': 1.0795029411764705}, ('LTE', '72531202', '122'): {'MeanLatency': 59.73636363636364, 'MeanThroughput': 3.745014285714286}, ('LTE', '73985538', '426'): {'MeanLatency': nan, 'MeanThroughput': 3.7751239999999995}, ('5G', '73985538', '426'): {'MeanLatency': nan, 'MeanThroughput': 0.6790944444444443}}",Fortuna
España,28034,"{('5G', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': 65.37961363636363}, ('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '74114561', '363'): {'MeanLatency': 50.6090909090909, 'MeanThroughput': 50.43211666666667}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 54.175596969696976}, ('LTE', '74014722', '266'): {'MeanLatency': 58.01818181818182, 'MeanThroughput': 55.282113235294126}}",Madrid
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': 64.44545454545455, 'MeanThroughput': 9.951769444444446}}",Madrid
España,"Alcobendas,","{('LTE', '73424131', '377'): {'MeanLatency': 74.54545454545453, 'MeanThroughput': 40.48144807692309}}",Alcobendas
España,"Alarcón,","{('LTE', '73603841', '186'): {'MeanLatency': 53.61818181818182, 'MeanThroughput': 29.52299514563107}}",Alarcón
España,"Alarcón,","{('LTE', '73985539', '427'): {'MeanLatency': 52.82727272727273, 'MeanThroughput': 2.4236066037735844}}",Alarcón
España,28035,"{('LTE', '72961801', '44'): {'MeanLatency': 50.9, 'MeanThroughput': 1.992352}, ('5G', '72961801', '44'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73781769', '130'): {'MeanLatency': 109.14000000000001, 'MeanThroughput': nan}, ('LTE', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Denmark,Kongens,"{('LTE', '44136980', '283'): {'MeanLatency': 40.32727272727272, 'MeanThroughput': 43.34466336633664}}",Lyngby
España,"Leganés,","{('LTE', '72531208', '122'): {'MeanLatency': 56.12727272727273, 'MeanThroughput': 21.61451226415094}}",Leganés
Germany,10435,"{('LTE', '41202945', '460'): {'MeanLatency': nan, 'MeanThroughput': 76.39648571428572}, ('LTE', '40548354', '227'): {'MeanLatency': 31.80909090909091, 'MeanThroughput': 63.439750000000004}}",Berlin
España,28036,"{('LTE', '72295682', '157'): {'MeanLatency': 54.89090909090908, 'MeanThroughput': 18.844776415094337}}",Madrid
Portugal,4200-391,"{('5G', '500523', '110'): {'MeanLatency': nan, 'MeanThroughput': 16.45768611111111}, ('LTE', '500523', '110'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '500503', '272'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '494870', '109'): {'MeanLatency': nan, 'MeanThroughput': 3.275770833333333}, ('LTE', '494870', '109'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '494890', '229'): {'MeanLatency': 60.47272727272727, 'MeanThroughput': 31.154767307692303}, ('LTE', '494890', '229'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
España,28034,"{('LTE', '73704966', '302'): {'MeanLatency': 66.21818181818183, 'MeanThroughput': 19.34423879310345}}",Madrid
España,28036,"{('5G', '72118275', '312'): {'MeanLatency': 55.57272727272728, 'MeanThroughput': 94.13152761904765}, ('LTE', '72118275', '312'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Denmark,2100,"{('LTE', '42058004', '28'): {'MeanLatency': 39.24545454545454, 'MeanThroughput': 12.300836538461537}}",København
España,28025,"{('LTE', '74062083', '446'): {'MeanLatency': 67.925, 'MeanThroughput': 20.118863750000006}, ('5G', '74062083', '446'): {'MeanLatency': 51.15, 'MeanThroughput': nan}, ('5G', '73781763', '130'): {'MeanLatency': 37.8, 'MeanThroughput': 14.719665384615386}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': 33.208149999999996}}",Madrid
España,"Alcorcón,","{('LTE', '71963905', '258'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '71963907', '260'): {'MeanLatency': nan, 'MeanThroughput': 8.705084905660378}, ('LTE', '73938178', '95'): {'MeanLatency': 60.027272727272724, 'MeanThroughput': 10.090000000000002}}",Alcorcón
España,28023,"{('LTE', '72961801', '44'): {'MeanLatency': 52.7, 'MeanThroughput': 15.875757943925237}}",Madrid
España,"Fortuna,","{('LTE', '73985537', '428'): {'MeanLatency': 190.02, 'MeanThroughput': 0.9877971014492753}, ('LTE', '72531202', '122'): {'MeanLatency': 60.333333333333336, 'MeanThroughput': nan}}",Fortuna
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': 22.38026585365854}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': 9.727587378640777}, ('LTE', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '71915785', '473'): {'MeanLatency': 153.59090909090912, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72961801', '44'): {'MeanLatency': 53.6, 'MeanThroughput': 1.2261564516129029}, ('LTE', '72091143', '219'): {'MeanLatency': 59.209999999999994, 'MeanThroughput': nan}}",Madrid
Canada,V3T,"{('5G', '0', '938'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53967216', '179'): {'MeanLatency': 32.52727272727273, 'MeanThroughput': 19.299300862068968}, ('LTE', '53967216', '179'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Surrey
Norway,0162,"{('5G', '31877911', '436'): {'MeanLatency': 49.872727272727275, 'MeanThroughput': 120.99063365384617}, ('LTE', '31877911', '436'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28023,"{('LTE', '72275207', '159'): {'MeanLatency': 54.90909090909091, 'MeanThroughput': 25.858149514563106}}",Madrid
,,"{('5G', '73733123', '32'): {'MeanLatency': 47.872727272727275, 'MeanThroughput': 39.46464727272727}, ('LTE', '73733123', '32'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28035,"{('5G', '71915785', '473'): {'MeanLatency': nan, 'MeanThroughput': 12.163716}, ('LTE', '71915785', '473'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915784', '472'): {'MeanLatency': 55.6, 'MeanThroughput': 9.42149090909091}, ('LTE', '71915784', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915780', '471'): {'MeanLatency': 59.21, 'MeanThroughput': nan}, ('LTE', '71915780', '471'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 4.194232}, ('LTE', '73704962', '301'): {'MeanLatency': 66.76363636363637, 'MeanThroughput': 10.485834210526315}}",Madrid
United States,TX,"{('5G', '136577032', '285'): {'MeanLatency': 109.74545454545455, 'MeanThroughput': 10.558618749999997}, ('LTE', '136577032', '285'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Station
Germany,13347,"{('LTE', '47259392', '309'): {'MeanLatency': 41.836363636363636, 'MeanThroughput': 16.278178095238093}}",Berlin
España,28023,"{('LTE', '72275207', '159'): {'MeanLatency': 54.25454545454545, 'MeanThroughput': 21.53704509803921}}",Madrid
España,28029,"{('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 11.280356060606065}, ('LTE', '73808385', '303'): {'MeanLatency': 210.11666666666667, 'MeanThroughput': nan}, ('LTE', '73704962', '301'): {'MeanLatency': 71.6, 'MeanThroughput': nan}}",Madrid
España,28034,"{('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72092163', '188'): {'MeanLatency': 75.38181818181818, 'MeanThroughput': 3.5608313432835814}}",Madrid
España,28024,"{('LTE', '72376577', '105'): {'MeanLatency': 66.25454545454545, 'MeanThroughput': 4.4678452173913055}}",Madrid
España,28035,"{('5G', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': 5.76674}, ('LTE', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 11.838774193548387}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73604867', '396'): {'MeanLatency': 50.78181818181818, 'MeanThroughput': 2.350096551724138}, ('LTE', '73604867', '396'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('5G', '73733123', '32'): {'MeanLatency': 48.92727272727273, 'MeanThroughput': 106.10614857142858}, ('LTE', '73733123', '32'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28035,"{('5G', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': 0.857035576923077}, ('LTE', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915785', '473'): {'MeanLatency': 61.36363636363637, 'MeanThroughput': 6.990419047619049}, ('LTE', '71915785', '473'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Canada,V5C,"{('5G', '9223372036854775807', '145'): {'MeanLatency': 31.427272727272726, 'MeanThroughput': 7.3136193798449645}}",Burnaby
Canada,V6K,"{('5G', '9223372036854775807', '289'): {'MeanLatency': 39.95454545454545, 'MeanThroughput': 11.324769599999998}}",Vancouver
España,28023,"{('LTE', '72275207', '159'): {'MeanLatency': 49.690909090909095, 'MeanThroughput': 21.71993904761905}}",Madrid
España,28046,"{('5G', '71988481', '264'): {'MeanLatency': 45.29, 'MeanThroughput': 48.013957017543845}, ('LTE', '71988481', '264'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72655618', '349'): {'MeanLatency': 45.1, 'MeanThroughput': nan}}",Madrid
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': 64.38181818181818, 'MeanThroughput': 8.135589655172417}}",Madrid
Germany,10551,"{('LTE', '26360328', '293'): {'MeanLatency': 27.389999999999997, 'MeanThroughput': 46.07931555555555}, ('LTE', '29127683', '6'): {'MeanLatency': nan, 'MeanThroughput': 37.90890769230769}, ('LTE', '26360328', '6'): {'MeanLatency': 27.0, 'MeanThroughput': 31.4572}}",Berlin
España,"Leganés,","{('LTE', '73395722', '230'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72475137', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72475137', '27'): {'MeanLatency': nan, 'MeanThroughput': 1.947425714285714}, ('LTE', '72531202', '122'): {'MeanLatency': 55.0, 'MeanThroughput': 3.1587879518072293}}",Leganés
España,"Leganés,","{('LTE', '73221122', '206'): {'MeanLatency': 62.3909090909091, 'MeanThroughput': 10.334621153846156}}",Leganés
España,28040,"{('LTE', '72551688', '368'): {'MeanLatency': nan, 'MeanThroughput': 2.0828904109589046}, ('LTE', '73552137', '95'): {'MeanLatency': 56.60909090909092, 'MeanThroughput': nan}}",Madrid
,,"{('LTE', '72756743', '432'): {'MeanLatency': 60.58181818181818, 'MeanThroughput': 12.451960576923081}}",
España,28015,"{('5G', '73704196', '211'): {'MeanLatency': 56.53636363636363, 'MeanThroughput': 56.39806074766354}, ('LTE', '73704196', '211'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72275207', '159'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 4.3692403508771935}, ('LTE', '73144322', '31'): {'MeanLatency': 60.5, 'MeanThroughput': 22.720266666666664}}",Madrid
España,28044,"{('LTE', '73985539', '427'): {'MeanLatency': nan, 'MeanThroughput': 25.27546119402985}, ('LTE', '73985537', '428'): {'MeanLatency': 60.83636363636363, 'MeanThroughput': 8.548041304347826}}",Madrid
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 52.718181818181804, 'MeanThroughput': 51.35349464285713}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '72756756', '433'): {'MeanLatency': 51.24545454545455, 'MeanThroughput': 4.871376377952758}}",Leganés
España,28044,"{('LTE', '73985557', '427'): {'MeanLatency': 48.49090909090909, 'MeanThroughput': 23.868383809523795}}",Madrid
Norway,0485,"{('LTE', '52330500', '463'): {'MeanLatency': 50.5, 'MeanThroughput': 28.56138952380952}}",kommune
Canada,V5Z,"{('5G', '9223372036854775807', '273'): {'MeanLatency': nan, 'MeanThroughput': 2.5812276923076922}, ('LTE', '9223372036854775807', '273'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '311'): {'MeanLatency': nan, 'MeanThroughput': 6.312673469387754}, ('LTE', '9223372036854775807', '311'): {'MeanLatency': 38.14, 'MeanThroughput': 10.486214285714285}, ('LTE', '9223372036854775807', '275'): {'MeanLatency': 41.21666666666667, 'MeanThroughput': nan}}",Vancouver
España,"Fuenlabrada,","{('5G', '72790275', '380'): {'MeanLatency': 51.2, 'MeanThroughput': 81.9593162393163}, ('LTE', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
España,28035,"{('LTE', '72961801', '44'): {'MeanLatency': nan, 'MeanThroughput': 6.553729999999999}, ('LTE', '72091143', '219'): {'MeanLatency': 60.74545454545454, 'MeanThroughput': 9.065802083333335}}",Madrid
España,28046,"{('5G', '71708673', '414'): {'MeanLatency': 50.92727272727273, 'MeanThroughput': 57.721042201834855}, ('LTE', '71708673', '414'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28024,"{('LTE', '71888131', '41'): {'MeanLatency': 82.21818181818182, 'MeanThroughput': 25.78538}}",Madrid
España,"28942,","{('5G', '72790275', '380'): {'MeanLatency': 50.38181818181818, 'MeanThroughput': 115.7977134615385}, ('LTE', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '73707523', '129'): {'MeanLatency': 56.345454545454544, 'MeanThroughput': 1.9155153846153843}, ('LTE', '72531202', '122'): {'MeanLatency': nan, 'MeanThroughput': 11.407719780219788}}",Leganés
España,28035,"{('LTE', '74014722', '266'): {'MeanLatency': nan, 'MeanThroughput': 15.45343684210526}, ('5G', '74014722', '266'): {'MeanLatency': nan, 'MeanThroughput': 43.76700869565217}, ('5G', '73678850', '64'): {'MeanLatency': 65.1, 'MeanThroughput': 39.18664305555555}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678851', '65'): {'MeanLatency': 148.44444444444446, 'MeanThroughput': nan}}",Madrid
Germany,10117,"{('5G', '26681600', '85'): {'MeanLatency': 47.97272727272727, 'MeanThroughput': 75.08244245283022}, ('LTE', '26681600', '85'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Berlin
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 45.945454545454545, 'MeanThroughput': 22.889854477611948}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,,"{('LTE', '73985537', '428'): {'MeanLatency': 72.63636363636364, 'MeanThroughput': 5.289249572649573}}",
Portugal,4200,"{('5G', '261417', '27'): {'MeanLatency': 60.63636363636363, 'MeanThroughput': 48.2339827272727}, ('LTE', '261417', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
España,"Leganés,","{('LTE', '73733123', '32'): {'MeanLatency': 55.25454545454545, 'MeanThroughput': 55.54344851485146}}",Leganés
España,28029,"{('LTE', '73808385', '303'): {'MeanLatency': 65.21818181818183, 'MeanThroughput': 3.8009700000000004}}",Madrid
España,"Leganés,","{('LTE', '73985537', '428'): {'MeanLatency': 64.30000000000001, 'MeanThroughput': 24.28089605263158}, ('LTE', '72531203', '123'): {'MeanLatency': nan, 'MeanThroughput': 29.515451851851854}}",Leganés
Germany,14197,"{('5G', '26809601', '306'): {'MeanLatency': 34.76363636363636, 'MeanThroughput': 2.14818888888889}, ('LTE', '26809601', '306'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Berlin
España,"Leganés,","{('LTE', '72531202', '122'): {'MeanLatency': 55.60909090909092, 'MeanThroughput': 23.086256302520997}}",Leganés
United States,MA,"{('5G', '14397708', '126'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '14397708', '126'): {'MeanLatency': 32.37272727272727, 'MeanThroughput': 20.622100952380958}}",Boston
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 59.95454545454545, 'MeanThroughput': 10.753889051094895}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 17.226721428571427}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': 16.646279999999997}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74014722', '266'): {'MeanLatency': 55.39090909090908, 'MeanThroughput': 47.28874705882354}}",Madrid
