Date,Type,Info,cell_info_data
1669496744.0,Driving,"{('5G', '9223372036854775807', '273'): {'MeanLatency': nan, 'MeanThroughput': 2.5812276923076922}, ('LTE', '9223372036854775807', '273'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '311'): {'MeanLatency': nan, 'MeanThroughput': 6.312673469387754}, ('LTE', '9223372036854775807', '311'): {'MeanLatency': 38.14, 'MeanThroughput': 10.486214285714285}, ('LTE', '9223372036854775807', '275'): {'MeanLatency': 41.21666666666667, 'MeanThroughput': nan}}",{'ARFCN': '126400'}
1674018473.0,Walking,"{('5G', '9223372036854775807', '273'): {'MeanLatency': 72.29090909090908, 'MeanThroughput': 23.464100729927004}}",{'ARFCN': '436020'}
1674330852.0,Driving,"{('LTE', '53899128', '294'): {'MeanLatency': 92.55, 'MeanThroughput': 19.661013636363638}, ('LTE', '9223372036854775807', '294'): {'MeanLatency': 96.68333333333334, 'MeanThroughput': 17.227098412698407}}","{'EARFCN': '2850', 'ARFCN': '635000'}"
1688403835.0,Driving,"{('LTE', '0', '567'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '28193833', '145'): {'MeanLatency': 29.88181818181818, 'MeanThroughput': 13.206250943396226}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1673731965.0,Driving,"{('5G', '9223372036854775807', '95'): {'MeanLatency': 34.32727272727273, 'MeanThroughput': 32.22104368932038}, ('LTE', '9223372036854775807', '95'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '635000'}
1673732725.0,Driving,"{('5G', '9223372036854775807', '97'): {'MeanLatency': 35.190909090909095, 'MeanThroughput': 51.30689999999999}}",{'ARFCN': '436020'}
1674330705.0,Walking,"{('5G', '53899128', '294'): {'MeanLatency': 30.409090909090914, 'MeanThroughput': 13.731542857142855}, ('5G', '9223372036854775807', '294'): {'MeanLatency': nan, 'MeanThroughput': 11.752898901098902}, ('LTE', '9223372036854775807', '294'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'EARFCN': '2850', 'ARFCN': '635000'}"
,,{},{}
1675533867.0,Driving,"{('LTE', '9223372036854775807', '288'): {'MeanLatency': 86.40909090909092, 'MeanThroughput': 4.691070676691731}}",{'ARFCN': '635000'}
1688403916.0,Driving,"{('5G', '0', '848'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28328233', '170'): {'MeanLatency': 38.14545454545455, 'MeanThroughput': 30.371739639639646}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1673733298.0,Driving,"{('LTE', '28326402', '174'): {'MeanLatency': 33.309090909090905, 'MeanThroughput': 21.5993452991453}}",{'EARFCN': '2325'}
1673731358.0,Driving,"{('LTE', '9223372036854775807', '195'): {'MeanLatency': nan, 'MeanThroughput': 48.67167666666665}, ('5G', '9223372036854775807', '195'): {'MeanLatency': nan, 'MeanThroughput': 60.8973}, ('5G', '9223372036854775807', '193'): {'MeanLatency': 32.25, 'MeanThroughput': 45.223237499999996}, ('5G', '58061176', '195'): {'MeanLatency': 31.71111111111111, 'MeanThroughput': 55.0476}}","{'ARFCN': '436020', 'EARFCN': '2850'}"
1670097054.0,Static,"{('LTE', '9223372036854775807', '294'): {'MeanLatency': 30.88181818181818, 'MeanThroughput': 52.97787333333335}}",{'ARFCN': '635000'}
1668889993.0,Driving,"{('LTE', '103681035', '457'): {'MeanLatency': nan, 'MeanThroughput': 18.416010256410257}, ('LTE', '103681045', '458'): {'MeanLatency': 31.254545454545454, 'MeanThroughput': 4.601085714285715}}",{'EARFCN': '66961'}
1673733372.0,Driving,"{('5G', '9223372036854775807', '174'): {'MeanLatency': 40.2, 'MeanThroughput': 41.45078034188034}, ('LTE', '9223372036854775807', '174'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436000'}
1688403369.0,Static,"{('LTE', '0', '97'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53946234', '473'): {'MeanLatency': 46.400000000000006, 'MeanThroughput': 2.691558219178082}}","{'ARFCN': '126490', 'EARFCN': '2850'}"
1669414781.0,Walking,"{('LTE', '53951242', '381'): {'MeanLatency': nan, 'MeanThroughput': 0.34577692307692304}, ('LTE', '53837066', '118'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'EARFCN': '5145'}
1690822801.0,Driving,"{('LTE', '0', '419'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53773353', '251'): {'MeanLatency': nan, 'MeanThroughput': 26.738636666666665}, ('5G', '53773353', '251'): {'MeanLatency': 33.663636363636364, 'MeanThroughput': 24.077227631578946}, ('5G', '0', '419'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '126490', 'EARFCN': '850'}"
1673730026.0,Static,"{('LTE', '9223372036854775807', '406'): {'MeanLatency': 43.86666666666667, 'MeanThroughput': 9.410633333333337}, ('5G', '9223372036854775807', '406'): {'MeanLatency': 36.2625, 'MeanThroughput': nan}}",{'ARFCN': '436020'}
1690822778.0,Driving,"{('5G', '0', '419'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53773353', '251'): {'MeanLatency': 50.05555555555555, 'MeanThroughput': 7.217364102564103}, ('LTE', '53773353', '251'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '126490', 'EARFCN': '850'}"
1668734956.0,Walking,"{('LTE', '103765535', '238'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '103748619', '310'): {'MeanLatency': 40.52727272727273, 'MeanThroughput': 26.785687128712883}}",{'EARFCN': '66961'}
1673732149.0,Static,"{('LTE', '9223372036854775807', '406'): {'MeanLatency': 94.42727272727275, 'MeanThroughput': 13.68289674796748}}",{'ARFCN': '635000'}
1674018426.0,Walking,"{('5G', '9223372036854775807', '273'): {'MeanLatency': 36.67272727272727, 'MeanThroughput': 35.18335877192984}}",{'ARFCN': '436020'}
1690822936.0,Walking,"{('5G', '0', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53773423', '251'): {'MeanLatency': nan, 'MeanThroughput': 3.49572}, ('LTE', '53773423', '251'): {'MeanLatency': 3184.090909090909, 'MeanThroughput': 0.9075673076923075}}","{'ARFCN': '126490', 'EARFCN': '3350'}"
1673731029.0,Driving,"{('5G', '9223372036854775807', '107'): {'MeanLatency': 27.95, 'MeanThroughput': 19.411430952380954}, ('LTE', '9223372036854775807', '107'): {'MeanLatency': nan, 'MeanThroughput': 5.841785294117647}, ('LTE', '28287865', '107'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28287865', '107'): {'MeanLatency': 37.88888888888889, 'MeanThroughput': nan}}","{'ARFCN': '436000', 'EARFCN': '2850'}"
1688404065.0,Driving,"{('5G', '0', '521'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28326441', '176'): {'MeanLatency': 32.18181818181819, 'MeanThroughput': 68.10803428571431}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1683402606.0,Driving,"{('5G', '53955440', '73'): {'MeanLatency': nan, 'MeanThroughput': 59.77780250000001}, ('5G', '0', '73'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '73'): {'MeanLatency': nan, 'MeanThroughput': 29.074172727272728}, ('5G', '0', '891'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53801257', '75'): {'MeanLatency': nan, 'MeanThroughput': 36.52487666666666}, ('5G', '53955370', '73'): {'MeanLatency': 70.56363636363636, 'MeanThroughput': 57.678}}","{'EARFCN': '850', 'ARFCN': '635000'}"
1688403407.0,Driving,"{('LTE', '53801850', '428'): {'MeanLatency': 40.672727272727265, 'MeanThroughput': 18.44449017857143}}",{'EARFCN': '2850'}
1685197105.0,Static,"{('5G', '0', '92'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28236074', '438'): {'MeanLatency': 30.763636363636362, 'MeanThroughput': 28.79644166666667}}","{'ARFCN': '436000', 'EARFCN': '850'}"
1671742320.0,Static,"{('5G', '9223372036854775807', '17'): {'MeanLatency': nan, 'MeanThroughput': 15.80682686567164}, ('LTE', '9223372036854775807', '17'): {'MeanLatency': 29.272727272727273, 'MeanThroughput': 27.157619999999998}, ('LTE', '57912698', '17'): {'MeanLatency': nan, 'MeanThroughput': 38.013125}}","{'ARFCN': '635000', 'EARFCN': '2850'}"
1688403555.0,Driving,"{('LTE', '0', '132'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53908857', '132'): {'MeanLatency': 38.44545454545454, 'MeanThroughput': 27.383787499999993}}","{'ARFCN': '633984', 'EARFCN': '2850'}"
1673732701.0,Driving,"{('5G', '9223372036854775807', '97'): {'MeanLatency': 35.58181818181818, 'MeanThroughput': 71.77760754716984}}",{'ARFCN': '436020'}
1680368811.0,Static,"{('LTE', '9223372036854775807', '102'): {'MeanLatency': 34.51818181818182, 'MeanThroughput': 66.477271559633}}",{'ARFCN': '436020'}
1668909090.0,Static,"{('LTE', '53822253', '99'): {'MeanLatency': 47.84545454545455, 'MeanThroughput': 34.07948557692308}}",{'EARFCN': '850'}
1679522779.0,Walking,"{('5G', '9223372036854775807', '134'): {'MeanLatency': 126.78, 'MeanThroughput': 5.592474999999999}, ('5G', '53981461', '134'): {'MeanLatency': nan, 'MeanThroughput': 2.316393023255814}, ('5G', '9223372036854775807', '38'): {'MeanLatency': 36.266666666666666, 'MeanThroughput': 4.823696000000001}}","{'ARFCN': '436020', 'EARFCN': '5255'}"
1669497595.0,Walking,"{('LTE', '9223372036854775807', '183'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53976697', '183'): {'MeanLatency': nan, 'MeanThroughput': 1.3108133333333332}, ('5G', '53976697', '183'): {'MeanLatency': nan, 'MeanThroughput': 7.8636}, ('5G', '9223372036854775807', '183'): {'MeanLatency': 234.925, 'MeanThroughput': 5.242}}","{'ARFCN': '436020', 'EARFCN': '2850'}"
1673729148.0,Driving,"{('5G', '9223372036854775807', '349'): {'MeanLatency': 31.990909090909096, 'MeanThroughput': 14.763453947368419}, ('5G', '53867560', '349'): {'MeanLatency': nan, 'MeanThroughput': 11.720420588235292}, ('LTE', '53867560', '349'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '9223372036854775807', '349'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '436020', 'EARFCN': '850'}"
1682795499.0,Static,"{('5G', '0', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53805934', '302'): {'MeanLatency': 30.200000000000003, 'MeanThroughput': 30.247548076923085}}","{'ARFCN': '635000', 'EARFCN': '3350'}"
1673729655.0,Driving,"{('5G', '9223372036854775807', '100'): {'MeanLatency': 30.763636363636365, 'MeanThroughput': 10.720520149253737}, ('LTE', '9223372036854775807', '100'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436000'}
1688403790.0,Driving,"{('5G', '0', '150'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28295976', '150'): {'MeanLatency': 35.37272727272727, 'MeanThroughput': 37.152370689655164}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1675531047.0,Static,"{('5G', '9223372036854775807', '358'): {'MeanLatency': 44.3375, 'MeanThroughput': 14.691820833333333}, ('LTE', '9223372036854775807', '358'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53900074', '358'): {'MeanLatency': 39.599999999999994, 'MeanThroughput': 5.242653333333333}}","{'ARFCN': '635000', 'EARFCN': '850'}"
1684002078.0,Driving,"{('5G', '0', '1004'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53899049', '62'): {'MeanLatency': 279.3833333333333, 'MeanThroughput': 9.73702142857143}, ('LTE', '53899049', '62'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '635000', 'EARFCN': '850'}"
1673730291.0,Driving,"{('LTE', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': 16.535984615384617}, ('5G', '9223372036854775807', '145'): {'MeanLatency': nan, 'MeanThroughput': 5.543864754098357}, ('5G', '9223372036854775807', '171'): {'MeanLatency': 29.609090909090913, 'MeanThroughput': 3.8129727272727276}, ('LTE', '9223372036854775807', '171'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436000'}
1669416268.0,Driving,"{('5G', '9223372036854775807', '303'): {'MeanLatency': nan, 'MeanThroughput': 41.77912187500001}, ('LTE', '9223372036854775807', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '159'): {'MeanLatency': 34.309090909090905, 'MeanThroughput': 39.89198260869565}}",{'ARFCN': '436020'}
1675544698.0,Driving,"{('LTE', '9223372036854775807', '330'): {'MeanLatency': nan, 'MeanThroughput': 5.825055555555555}, ('5G', '9223372036854775807', '330'): {'MeanLatency': nan, 'MeanThroughput': 19.942095535714287}, ('5G', '9223372036854775807', '266'): {'MeanLatency': 42.345454545454544, 'MeanThroughput': 14.565111111111113}, ('LTE', '9223372036854775807', '266'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '435000'}
,,{},{}
1683402154.0,Driving,"{('5G', '0', '277'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53942056', '277'): {'MeanLatency': nan, 'MeanThroughput': 18.999739449541284}, ('LTE', '53942056', '277'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '0', '730'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53896233', '280'): {'MeanLatency': 32.0, 'MeanThroughput': 23.967828571428573}, ('LTE', '53896233', '280'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '635000', 'EARFCN': '850'}"
1674330684.0,Static,"{('5G', '9223372036854775807', '294'): {'MeanLatency': nan, 'MeanThroughput': 17.11912244897959}, ('5G', '53899128', '294'): {'MeanLatency': 30.227272727272727, 'MeanThroughput': 5.452439999999999}}","{'ARFCN': '635000', 'EARFCN': '2850'}"
1680369817.0,Walking,"{('5G', '9223372036854775807', '102'): {'MeanLatency': 29.027272727272727, 'MeanThroughput': 79.51686759259262}}",{'ARFCN': '635000'}
1679522987.0,Walking,"{('LTE', '9223372036854775807', '23'): {'MeanLatency': nan, 'MeanThroughput': 30.47891186440679}}",{'ARFCN': '436020'}
1683402191.0,Driving,"{('LTE', '53896303', '280'): {'MeanLatency': nan, 'MeanThroughput': 3.2955799999999997}, ('5G', '53896303', '280'): {'MeanLatency': nan, 'MeanThroughput': 5.242822222222223}, ('LTE', '0', '730'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53896233', '280'): {'MeanLatency': nan, 'MeanThroughput': 6.553237500000001}, ('5G', '53896233', '280'): {'MeanLatency': nan, 'MeanThroughput': 3.1676104166666668}, ('5G', '0', '266'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53914736', '280'): {'MeanLatency': 34.3, 'MeanThroughput': 5.243035714285713}, ('LTE', '53914736', '266'): {'MeanLatency': 30.379999999999995, 'MeanThroughput': nan}}","{'EARFCN': '3350', 'ARFCN': '436020'}"
1679522705.0,Walking,"{('5G', '53784596', '38'): {'MeanLatency': nan, 'MeanThroughput': 22.282439999999998}, ('5G', '9223372036854775807', '134'): {'MeanLatency': 32.945454545454545, 'MeanThroughput': 19.94573152173913}}","{'EARFCN': '5255', 'ARFCN': '436020'}"
1674333483.0,Driving,"{('LTE', '9223372036854775807', '297'): {'MeanLatency': nan, 'MeanThroughput': 3.3994117241379302}, ('5G', '9223372036854775807', '297'): {'MeanLatency': 71.075, 'MeanThroughput': 2.6215}}",{'ARFCN': '642332'}
1677968900.0,Driving,"{('5G', '53839481', '272'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53839481', '272'): {'MeanLatency': nan, 'MeanThroughput': 12.932373333333334}, ('LTE', '9223372036854775807', '272'): {'MeanLatency': nan, 'MeanThroughput': 10.1229875}, ('LTE', '9223372036854775807', '300'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53839401', '17'): {'MeanLatency': nan, 'MeanThroughput': 20.975350000000002}, ('5G', '53839401', '17'): {'MeanLatency': nan, 'MeanThroughput': 18.355783333333335}, ('5G', '9223372036854775807', '272'): {'MeanLatency': 33.225, 'MeanThroughput': 9.173075}}","{'EARFCN': '850', 'ARFCN': '635000'}"
1680368879.0,Static,"{('5G', '9223372036854775807', '102'): {'MeanLatency': 38.42727272727273, 'MeanThroughput': 78.64844519230772}, ('LTE', '9223372036854775807', '102'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436020'}
1670611013.0,Driving,"{('LTE', '53820202', '288'): {'MeanLatency': nan, 'MeanThroughput': 3.8701690476190476}, ('LTE', '9223372036854775807', '322'): {'MeanLatency': nan, 'MeanThroughput': 7.864400000000001}, ('LTE', '53889065', '274'): {'MeanLatency': 155.43333333333334, 'MeanThroughput': 1.1308313725490196}, ('LTE', '9223372036854775807', '296'): {'MeanLatency': 52.4625, 'MeanThroughput': 3.2184612903225807}}","{'EARFCN': '850', 'ARFCN': '436020'}"
1683401925.0,Driving,"{('LTE', '53909034', '289'): {'MeanLatency': 130.4, 'MeanThroughput': 1.3529693548387096}, ('5G', '53909034', '289'): {'MeanLatency': nan, 'MeanThroughput': 4.014059375}, ('5G', '0', '289'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53909114', '289'): {'MeanLatency': 96.78999999999999, 'MeanThroughput': nan}}","{'EARFCN': '2850', 'ARFCN': '126400'}"
1673733138.0,Driving,"{('LTE', '28295936', '150'): {'MeanLatency': 28.927272727272726, 'MeanThroughput': 31.032772972972978}}",{'EARFCN': '2325'}
1691561939.0,Driving,"{('5G', '0', '69'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '54081066', '120'): {'MeanLatency': 41.900000000000006, 'MeanThroughput': 20.351647368421055}, ('LTE', '54081066', '120'): {'MeanLatency': nan, 'MeanThroughput': 9.903344444444445}, ('LTE', '0', '69'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53928489', '199'): {'MeanLatency': nan, 'MeanThroughput': 6.475705882352942}, ('5G', '53928489', '199'): {'MeanLatency': 106.26666666666667, 'MeanThroughput': 5.243063636363636}}","{'ARFCN': '434910', 'EARFCN': '850'}"
1685197126.0,Static,"{('5G', '0', '92'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '28236074', '438'): {'MeanLatency': 29.854545454545452, 'MeanThroughput': 24.85349230769231}, ('LTE', '28236074', '438'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '436000', 'EARFCN': '850'}"
1668734931.0,Walking,"{('LTE', '103748629', '311'): {'MeanLatency': nan, 'MeanThroughput': 7.491042857142857}, ('LTE', '103748619', '310'): {'MeanLatency': 60.62727272727273, 'MeanThroughput': 47.285988571428575}}",{'EARFCN': '66961'}
1673729235.0,Driving,"{('5G', '9223372036854775807', '350'): {'MeanLatency': 1007.3636363636364, 'MeanThroughput': 16.550535820895526}, ('LTE', '9223372036854775807', '350'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436020'}
1670097193.0,Driving,"{('5G', '9223372036854775807', '294'): {'MeanLatency': 40.85454545454546, 'MeanThroughput': 41.89969823008848}, ('LTE', '9223372036854775807', '294'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '635000'}
1688403328.0,Driving,"{('LTE', '53795449', '111'): {'MeanLatency': 31.736363636363635, 'MeanThroughput': 9.325026717557256}}",{'EARFCN': '2850'}
1669577925.0,Driving,"{('LTE', '9223372036854775807', '34'): {'MeanLatency': nan, 'MeanThroughput': 1.499302857142857}, ('LTE', '9223372036854775807', '236'): {'MeanLatency': 32.836363636363636, 'MeanThroughput': 5.65519213483146}}",{'ARFCN': '435000'}
1674330871.0,Driving,"{('LTE', '53899128', '294'): {'MeanLatency': 32.68888888888889, 'MeanThroughput': 14.199958333333333}, ('LTE', '9223372036854775807', '294'): {'MeanLatency': 44.15, 'MeanThroughput': 7.833471764705882}}","{'EARFCN': '2850', 'ARFCN': '635000'}"
1679522672.0,Walking,"{('5G', '9223372036854775807', '38'): {'MeanLatency': 52.833333333333336, 'MeanThroughput': 15.022893269230766}}",{'ARFCN': '635000'}
1673730969.0,Driving,"{('5G', '9223372036854775807', '107'): {'MeanLatency': 43.627272727272725, 'MeanThroughput': 15.412918965517246}, ('LTE', '9223372036854775807', '107'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436000'}
1668552812.0,Static,"{('5G', '9223372036854775807', '168'): {'MeanLatency': 34.290909090909096, 'MeanThroughput': 15.729160576923082}}",{'ARFCN': '436000'}
1677968880.0,Driving,"{('LTE', '9223372036854775807', '272'): {'MeanLatency': nan, 'MeanThroughput': 18.770274193548385}, ('LTE', '53839481', '272'): {'MeanLatency': nan, 'MeanThroughput': 14.418267499999995}, ('5G', '53839481', '272'): {'MeanLatency': nan, 'MeanThroughput': 21.49519}, ('5G', '9223372036854775807', '272'): {'MeanLatency': 28.472727272727273, 'MeanThroughput': 20.40216304347826}}","{'ARFCN': '635000', 'EARFCN': '5255'}"
1673731906.0,Driving,"{('5G', '9223372036854775807', '95'): {'MeanLatency': nan, 'MeanThroughput': 15.545284210526312}, ('LTE', '9223372036854775807', '95'): {'MeanLatency': 74.71818181818183, 'MeanThroughput': nan}}",{'ARFCN': '635000'}
1674020377.0,Static,"{('LTE', '9223372036854775807', '340'): {'MeanLatency': 231.71818181818182, 'MeanThroughput': 0.9153396825396826}}",{'ARFCN': '436020'}
1676753175.0,Driving,"{('5G', '9223372036854775807', '202'): {'MeanLatency': 35.65454545454545, 'MeanThroughput': 28.311189090909103}, ('LTE', '9223372036854775807', '202'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436000'}
1675531069.0,Static,"{('5G', '53900074', '358'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53900074', '358'): {'MeanLatency': nan, 'MeanThroughput': 13.89355}, ('LTE', '9223372036854775807', '358'): {'MeanLatency': 117.84444444444443, 'MeanThroughput': 21.27372068965517}}","{'EARFCN': '850', 'ARFCN': '635000'}"
1673732771.0,Driving,"{('5G', '9223372036854775807', '132'): {'MeanLatency': 30.490909090909096, 'MeanThroughput': 41.399916037735856}, ('LTE', '9223372036854775807', '132'): {'MeanLatency': nan, 'MeanThroughput': nan}}",{'ARFCN': '436000'}
1688085848.0,Driving,"{('5G', '0', '340'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53951018', '489'): {'MeanLatency': 28.309090909090912, 'MeanThroughput': 44.91901621621623}}","{'ARFCN': '434910', 'EARFCN': '850'}"
,,"{('5G', '0', '290'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53820181', '290'): {'MeanLatency': 35.345454545454544, 'MeanThroughput': 48.48563027522937}}","{'ARFCN': '434910', 'EARFCN': '5255'}"
1673732380.0,Static,"{('5G', '9223372036854775807', '428'): {'MeanLatency': 74.69166666666668, 'MeanThroughput': 13.521257017543865}}",{'ARFCN': '635000'}
1691561918.0,Driving,"{('5G', '0', '69'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '54081066', '120'): {'MeanLatency': nan, 'MeanThroughput': 5.242844444444445}, ('5G', '0', '211'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53928489', '199'): {'MeanLatency': nan, 'MeanThroughput': 18.025772380952382}, ('LTE', '53928489', '199'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '54081066', '120'): {'MeanLatency': 68.70909090909093, 'MeanThroughput': nan}, ('LTE', '0', '69'): {'MeanLatency': nan, 'MeanThroughput': nan}}","{'ARFCN': '633984', 'EARFCN': '850'}"
1682796200.0,Walking,"{('LTE', '53805936', '301'): {'MeanLatency': 1424.5454545454545, 'MeanThroughput': 0.6651992537313431}}",{'EARFCN': '3350'}
1668909282.0,Static,"{('LTE', '53822253', '99'): {'MeanLatency': 39.77272727272727, 'MeanThroughput': 41.27850727272729}}",{'EARFCN': '850'}
1679525878.0,Static,"{('5G', '9223372036854775807', '343'): {'MeanLatency': 34.96363636363636, 'MeanThroughput': 43.8466663716814}}",{'ARFCN': '635000'}
