Date,Type,Info,cell_info_data
1674330852.0,Driving,"{'LTE': {'MeanLatency': 95.65, 'MeanThroughput': 18.22796074766356, 'MeanRsrp': [-81.0], 'MeanSsrsrp': [], 'Counter_tput': 107, 'Counter_latency': 8}}","{'EARFCN': '2850', 'ARFCN': '635000'}"
1688403835.0,Driving,"{'LTE': {'MeanLatency': 29.88181818181818, 'MeanThroughput': 13.206250943396226, 'MeanRsrp': [-111.0, -107.0, -111.0], 'MeanSsrsrp': [], 'Counter_tput': 106, 'Counter_latency': 11}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1673731965.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-100.0, -96.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 34.32727272727273, 'MeanThroughput': 32.22104368932038, 'MeanRsrp': [], 'MeanSsrsrp': [-98.0, -91.0], 'Counter_tput': 103, 'Counter_latency': 11}}",{'ARFCN': '635000'}
1673732725.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-94.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 35.190909090909095, 'MeanThroughput': 51.30689999999999, 'MeanRsrp': [], 'MeanSsrsrp': [-89.0], 'Counter_tput': 112, 'Counter_latency': 11}}",{'ARFCN': '436020'}
1674330705.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-106.0, -92.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 30.409090909090914, 'MeanThroughput': 12.123894642857142, 'MeanRsrp': [], 'MeanSsrsrp': [-104.0, -86.0], 'Counter_tput': 112, 'Counter_latency': 11}}","{'EARFCN': '2850', 'ARFCN': '635000'}"
,,"{'LTE': {'MeanLatency': 31.909090909090914, 'MeanThroughput': 7.573047222222223, 'MeanRsrp': [-120.0, -112.0], 'MeanSsrsrp': [], 'Counter_tput': 36, 'Counter_latency': 11}}",{}
1675533867.0,Driving,"{'LTE': {'MeanLatency': 86.40909090909092, 'MeanThroughput': 4.691070676691731, 'MeanRsrp': [-102.0], 'MeanSsrsrp': [], 'Counter_tput': 133, 'Counter_latency': 11}}",{'ARFCN': '635000'}
1688403916.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-105.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 38.14545454545455, 'MeanThroughput': 30.371739639639646, 'MeanRsrp': [], 'MeanSsrsrp': [-103.0], 'Counter_tput': 111, 'Counter_latency': 11}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1673733298.0,Driving,"{'LTE': {'MeanLatency': 33.309090909090905, 'MeanThroughput': 21.5993452991453, 'MeanRsrp': [-98.0], 'MeanSsrsrp': [], 'Counter_tput': 117, 'Counter_latency': 11}}",{'EARFCN': '2325'}
1673731358.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 48.67167666666665, 'MeanRsrp': [-102.0, -93.0, -99.0], 'MeanSsrsrp': [], 'Counter_tput': 60, 'Counter_latency': 0}, '5G': {'MeanLatency': 31.80909090909091, 'MeanThroughput': 49.48745263157896, 'MeanRsrp': [], 'MeanSsrsrp': [-92.0], 'Counter_tput': 57, 'Counter_latency': 11}}","{'ARFCN': '436020', 'EARFCN': '2850'}"
1670097054.0,Static,"{'LTE': {'MeanLatency': 30.88181818181818, 'MeanThroughput': 52.97787333333335, 'MeanRsrp': [-83.0], 'MeanSsrsrp': [], 'Counter_tput': 105, 'Counter_latency': 11}}",{'ARFCN': '635000'}
1668889993.0,Driving,"{'LTE': {'MeanLatency': 31.254545454545454, 'MeanThroughput': 8.533801459854013, 'MeanRsrp': [-90.0, -102.0, -118.0], 'MeanSsrsrp': [], 'Counter_tput': 137, 'Counter_latency': 11}}",{'EARFCN': '66961'}
1673733372.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-98.0, -101.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 40.2, 'MeanThroughput': 41.45078034188034, 'MeanRsrp': [], 'MeanSsrsrp': [-85.0, -86.0], 'Counter_tput': 117, 'Counter_latency': 9}}",{'ARFCN': '436000'}
1688403369.0,Static,"{'LTE': {'MeanLatency': 46.400000000000006, 'MeanThroughput': 2.691558219178082, 'MeanRsrp': [-99.0], 'MeanSsrsrp': [], 'Counter_tput': 146, 'Counter_latency': 11}}","{'ARFCN': '126490', 'EARFCN': '2850'}"
1669414781.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 0.34577692307692304, 'MeanRsrp': [-110.0, -107.0, -111.0, -106.0], 'MeanSsrsrp': [], 'Counter_tput': 91, 'Counter_latency': 0}}",{'EARFCN': '5145'}
1690822801.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 26.738636666666665, 'MeanRsrp': [-101.0, -95.0, -99.0], 'MeanSsrsrp': [], 'Counter_tput': 30, 'Counter_latency': 0}, '5G': {'MeanLatency': 33.663636363636364, 'MeanThroughput': 24.077227631578946, 'MeanRsrp': [], 'MeanSsrsrp': [-90.0, -99.0], 'Counter_tput': 76, 'Counter_latency': 11}}","{'ARFCN': '126490', 'EARFCN': '850'}"
1673730026.0,Static,"{'LTE': {'MeanLatency': 43.86666666666667, 'MeanThroughput': 9.410633333333337, 'MeanRsrp': [-96.0, -99.0], 'MeanSsrsrp': [], 'Counter_tput': 117, 'Counter_latency': 3}, '5G': {'MeanLatency': 36.2625, 'MeanThroughput': nan, 'MeanRsrp': [], 'MeanSsrsrp': [-101.0], 'Counter_tput': 0, 'Counter_latency': 8}}",{'ARFCN': '436020'}
1690822778.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-99.0, -95.0, -99.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 50.05555555555555, 'MeanThroughput': 7.217364102564103, 'MeanRsrp': [], 'MeanSsrsrp': [-79.0, -81.0, -87.0], 'Counter_tput': 117, 'Counter_latency': 9}}","{'ARFCN': '126490', 'EARFCN': '850'}"
1668734956.0,Walking,"{'LTE': {'MeanLatency': 40.52727272727273, 'MeanThroughput': 26.785687128712883, 'MeanRsrp': [-94.0], 'MeanSsrsrp': [], 'Counter_tput': 101, 'Counter_latency': 11}}",{'EARFCN': '66961'}
1673732149.0,Static,"{'LTE': {'MeanLatency': 94.42727272727275, 'MeanThroughput': 13.68289674796748, 'MeanRsrp': [-99.0], 'MeanSsrsrp': [], 'Counter_tput': 123, 'Counter_latency': 11}}",{'ARFCN': '635000'}
1674018426.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-84.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 36.67272727272727, 'MeanThroughput': 35.18335877192984, 'MeanRsrp': [], 'MeanSsrsrp': [-92.0], 'Counter_tput': 114, 'Counter_latency': 11}}",{'ARFCN': '436020'}
1690822936.0,Walking,"{'LTE': {'MeanLatency': 3184.090909090909, 'MeanThroughput': 0.9075673076923075, 'MeanRsrp': [-116.0, -119.0, -111.0, -120.0], 'MeanSsrsrp': [], 'Counter_tput': 104, 'Counter_latency': 11}, '5G': {'MeanLatency': nan, 'MeanThroughput': 3.49572, 'MeanRsrp': [], 'MeanSsrsrp': [-107.0], 'Counter_tput': 15, 'Counter_latency': 0}}","{'ARFCN': '126490', 'EARFCN': '3350'}"
1673731029.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 5.841785294117647, 'MeanRsrp': [-98.0, -105.0, -111.0, -104.0], 'MeanSsrsrp': [], 'Counter_tput': 34, 'Counter_latency': 0}, '5G': {'MeanLatency': 36.081818181818186, 'MeanThroughput': 19.411430952380954, 'MeanRsrp': [], 'MeanSsrsrp': [-89.0, -98.0, -91.0], 'Counter_tput': 84, 'Counter_latency': 11}}","{'ARFCN': '436000', 'EARFCN': '2850'}"
1688404065.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 32.18181818181819, 'MeanThroughput': 68.10803428571431, 'MeanRsrp': [], 'MeanSsrsrp': [-92.0], 'Counter_tput': 105, 'Counter_latency': 11}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1683402606.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-88.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 70.56363636363636, 'MeanThroughput': 43.30753942307692, 'MeanRsrp': [], 'MeanSsrsrp': [-87.0], 'Counter_tput': 104, 'Counter_latency': 11}}","{'EARFCN': '850', 'ARFCN': '635000'}"
1688403407.0,Driving,"{'LTE': {'MeanLatency': 40.672727272727265, 'MeanThroughput': 18.44449017857143, 'MeanRsrp': [-119.0], 'MeanSsrsrp': [], 'Counter_tput': 112, 'Counter_latency': 11}}",{'EARFCN': '2850'}
1685197105.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 30.763636363636362, 'MeanThroughput': 28.79644166666667, 'MeanRsrp': [], 'MeanSsrsrp': [-110.0], 'Counter_tput': 132, 'Counter_latency': 11}}","{'ARFCN': '436000', 'EARFCN': '850'}"
1671742320.0,Static,"{'LTE': {'MeanLatency': 29.272727272727273, 'MeanThroughput': 27.961731481481475, 'MeanRsrp': [-96.0, -101.0, -95.0], 'MeanSsrsrp': [], 'Counter_tput': 54, 'Counter_latency': 11}, '5G': {'MeanLatency': nan, 'MeanThroughput': 15.80682686567164, 'MeanRsrp': [], 'MeanSsrsrp': [-94.0], 'Counter_tput': 67, 'Counter_latency': 0}}","{'ARFCN': '635000', 'EARFCN': '2850'}"
1688403555.0,Driving,"{'LTE': {'MeanLatency': 38.44545454545454, 'MeanThroughput': 27.383787499999993, 'MeanRsrp': [-105.0], 'MeanSsrsrp': [], 'Counter_tput': 112, 'Counter_latency': 11}}","{'ARFCN': '633984', 'EARFCN': '2850'}"
1673732701.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-94.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 35.58181818181818, 'MeanThroughput': 71.77760754716984, 'MeanRsrp': [], 'MeanSsrsrp': [-89.0], 'Counter_tput': 106, 'Counter_latency': 11}}",{'ARFCN': '436020'}
1680368811.0,Static,"{'LTE': {'MeanLatency': 34.51818181818182, 'MeanThroughput': 66.477271559633, 'MeanRsrp': [-98.0], 'MeanSsrsrp': [], 'Counter_tput': 109, 'Counter_latency': 11}}",{'ARFCN': '436020'}
1668909090.0,Static,"{'LTE': {'MeanLatency': 47.84545454545455, 'MeanThroughput': 34.07948557692308, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 104, 'Counter_latency': 11}}",{'EARFCN': '850'}
1679522779.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 92.8375, 'MeanThroughput': 4.3417640625, 'MeanRsrp': [], 'MeanSsrsrp': [-79.0], 'Counter_tput': 128, 'Counter_latency': 8}}","{'ARFCN': '436020', 'EARFCN': '5255'}"
1669497595.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 1.3108133333333332, 'MeanRsrp': [-111.0, -108.0, -112.0, -108.0, -113.0], 'MeanSsrsrp': [], 'Counter_tput': 120, 'Counter_latency': 0}, '5G': {'MeanLatency': 234.925, 'MeanThroughput': 6.989733333333334, 'MeanRsrp': [], 'MeanSsrsrp': [-102.0], 'Counter_tput': 3, 'Counter_latency': 8}}","{'ARFCN': '436020', 'EARFCN': '2850'}"
1673729148.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-111.0, -103.0, -109.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 31.990909090909096, 'MeanThroughput': 13.822880000000001, 'MeanRsrp': [], 'MeanSsrsrp': [-106.0, -104.0, -106.0], 'Counter_tput': 110, 'Counter_latency': 11}}","{'ARFCN': '436020', 'EARFCN': '850'}"
1682795499.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-95.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 30.200000000000003, 'MeanThroughput': 30.247548076923085, 'MeanRsrp': [], 'MeanSsrsrp': [-100.0], 'Counter_tput': 104, 'Counter_latency': 11}}","{'ARFCN': '635000', 'EARFCN': '3350'}"
1673729655.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-106.0, -109.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 30.763636363636365, 'MeanThroughput': 10.720520149253737, 'MeanRsrp': [], 'MeanSsrsrp': [-107.0, -111.0], 'Counter_tput': 134, 'Counter_latency': 11}}",{'ARFCN': '436000'}
1688403790.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-98.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 35.37272727272727, 'MeanThroughput': 37.152370689655164, 'MeanRsrp': [], 'MeanSsrsrp': [-89.0], 'Counter_tput': 116, 'Counter_latency': 11}}","{'ARFCN': '435850', 'EARFCN': '850'}"
1675531047.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-100.0, -97.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 43.04545454545454, 'MeanThroughput': 12.442019047619045, 'MeanRsrp': [], 'MeanSsrsrp': [-97.0, -97.0], 'Counter_tput': 126, 'Counter_latency': 11}}","{'ARFCN': '635000', 'EARFCN': '850'}"
1684002078.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-110.0, -106.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 279.3833333333333, 'MeanThroughput': 9.73702142857143, 'MeanRsrp': [], 'MeanSsrsrp': [-101.0, -96.0], 'Counter_tput': 112, 'Counter_latency': 6}}","{'ARFCN': '635000', 'EARFCN': '850'}"
1673730291.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 16.535984615384617, 'MeanRsrp': [-76.0, -99.0, -112.0, -108.0], 'MeanSsrsrp': [], 'Counter_tput': 13, 'Counter_latency': 0}, '5G': {'MeanLatency': 29.609090909090913, 'MeanThroughput': 5.400708270676691, 'MeanRsrp': [], 'MeanSsrsrp': [-104.0, -103.0, -107.0], 'Counter_tput': 133, 'Counter_latency': 11}}",{'ARFCN': '436000'}
1669416268.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-97.0, -100.0, -97.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 34.309090909090905, 'MeanThroughput': 40.989954545454545, 'MeanRsrp': [], 'MeanSsrsrp': [-94.0, -91.0, -90.0], 'Counter_tput': 110, 'Counter_latency': 11}}",{'ARFCN': '436020'}
1675544698.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 5.825055555555555, 'MeanRsrp': [-103.0, -96.0, -99.0, -88.0], 'MeanSsrsrp': [], 'Counter_tput': 9, 'Counter_latency': 0}, '5G': {'MeanLatency': 42.345454545454544, 'MeanThroughput': 19.542154545454547, 'MeanRsrp': [], 'MeanSsrsrp': [-100.0, -96.0, -98.0], 'Counter_tput': 121, 'Counter_latency': 11}}",{'ARFCN': '435000'}
,,"{'LTE': {'MeanLatency': 35.80000000000001, 'MeanThroughput': 4.700348275862069, 'MeanRsrp': [-110.0, -100.0], 'MeanSsrsrp': [], 'Counter_tput': 29, 'Counter_latency': 11}}",{}
1683402154.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-94.0, -100.0, -94.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 32.0, 'MeanThroughput': 19.29953793103448, 'MeanRsrp': [], 'MeanSsrsrp': [-98.0, -93.0, -87.0], 'Counter_tput': 116, 'Counter_latency': 11}}","{'ARFCN': '635000', 'EARFCN': '850'}"
1674330684.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-106.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 30.227272727272727, 'MeanThroughput': 10.06266129032258, 'MeanRsrp': [], 'MeanSsrsrp': [-104.0], 'Counter_tput': 124, 'Counter_latency': 11}}","{'ARFCN': '635000', 'EARFCN': '2850'}"
1680369817.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 29.027272727272727, 'MeanThroughput': 79.51686759259262, 'MeanRsrp': [], 'MeanSsrsrp': [-95.0], 'Counter_tput': 108, 'Counter_latency': 11}}",{'ARFCN': '635000'}
1679522987.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 30.47891186440679, 'MeanRsrp': [-86.0], 'MeanSsrsrp': [], 'Counter_tput': 118, 'Counter_latency': 0}}",{'ARFCN': '436020'}
1683402191.0,Driving,"{'LTE': {'MeanLatency': 30.736363636363638, 'MeanThroughput': 4.430650704225352, 'MeanRsrp': [-114.0, -120.0, -98.0, -105.0, -110.0], 'MeanSsrsrp': [], 'Counter_tput': 71, 'Counter_latency': 11}, '5G': {'MeanLatency': nan, 'MeanThroughput': 3.4952754385964924, 'MeanRsrp': [], 'MeanSsrsrp': [-86.0, -98.0], 'Counter_tput': 57, 'Counter_latency': 0}}","{'EARFCN': '3350', 'ARFCN': '436020'}"
1679522705.0,Walking,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-96.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 32.945454545454545, 'MeanThroughput': 20.363000892857144, 'MeanRsrp': [], 'MeanSsrsrp': [-79.0], 'Counter_tput': 112, 'Counter_latency': 11}}","{'EARFCN': '5255', 'ARFCN': '436020'}"
1674333483.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 3.3994117241379302, 'MeanRsrp': [-94.0, -99.0], 'MeanSsrsrp': [], 'Counter_tput': 145, 'Counter_latency': 0}, '5G': {'MeanLatency': 71.075, 'MeanThroughput': 2.6215, 'MeanRsrp': [], 'MeanSsrsrp': [-104.0], 'Counter_tput': 2, 'Counter_latency': 4}}",{'ARFCN': '642332'}
1677968900.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 11.864089898989898, 'MeanRsrp': [-92.0, -102.0, -96.0], 'MeanSsrsrp': [], 'Counter_tput': 99, 'Counter_latency': 0}, '5G': {'MeanLatency': 33.225, 'MeanThroughput': 16.06010625, 'MeanRsrp': [], 'MeanSsrsrp': [-93.0, -87.0], 'Counter_tput': 16, 'Counter_latency': 8}}","{'EARFCN': '850', 'ARFCN': '635000'}"
1680368879.0,Static,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': nan, 'MeanRsrp': [-101.0, -94.0], 'MeanSsrsrp': [], 'Counter_tput': 0, 'Counter_latency': 0}, '5G': {'MeanLatency': 38.42727272727273, 'MeanThroughput': 78.64844519230772, 'MeanRsrp': [], 'MeanSsrsrp': [-101.0, -94.0], 'Counter_tput': 104, 'Counter_latency': 11}}",{'ARFCN': '436020'}
1670611013.0,Driving,"{'LTE': {'MeanLatency': 80.54545454545455, 'MeanThroughput': 2.9008106060606047, 'MeanRsrp': [-99.0], 'MeanSsrsrp': [], 'Counter_tput': 132, 'Counter_latency': 11}}","{'EARFCN': '850', 'ARFCN': '436020'}"
1683401925.0,Driving,"{'LTE': {'MeanLatency': 102.39166666666667, 'MeanThroughput': 1.3529693548387096, 'MeanRsrp': [-114.0, -108.0, -115.0], 'MeanSsrsrp': [], 'Counter_tput': 62, 'Counter_latency': 12}, '5G': {'MeanLatency': nan, 'MeanThroughput': 4.014059375, 'MeanRsrp': [], 'MeanSsrsrp': [-92.0], 'Counter_tput': 64, 'Counter_latency': 0}}","{'EARFCN': '2850', 'ARFCN': '126400'}"
1673733138.0,Driving,"{'LTE': {'MeanLatency': 28.927272727272726, 'MeanThroughput': 31.032772972972978, 'MeanRsrp': [-97.0], 'MeanSsrsrp': [], 'Counter_tput': 111, 'Counter_latency': 11}}",{'EARFCN': '2325'}
1691561939.0,Driving,"{'LTE': {'MeanLatency': nan, 'MeanThroughput': 8.23849142857143, 'MeanRsrp': [-92.0, -100.0, -94.0], 'MeanSsrsrp': [], 'Counter_tput': 35, 'Counter_latency': 0}, '5G': {'MeanLatency': 59.45454545454545, 'MeanThroughput': 18.441366666666667, 'MeanRsrp': [], 'MeanSsrsrp': [-98.0, -93.0], 'Counter_tput': 87, 'Counter_latency': 11}}","{'ARFCN': '434910', 'EARFCN': '850'}"
